title,ratings_count,rating_score,region,source,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed,city
2.5-hour Dinner Cruise on Willamette River,371,4.3,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,
Anchorage City Tour w/ Taste of Wild Smoked Salmon & Reindeer Sausage,678,4.5,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Anchorage
2.5 Hours of Monument Valley's Backcountry 4×4 Tour,1197,4.9,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,
Skagway Shore Excursion: Half-Day Tour to the Yukon Border and Suspension Bridge,444,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Skagway
"Simply Amazing Sitka Tour: Fortress of the Bear, Alaska Raptor, & Totems",233,4.5,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Sitka
Real Hauntings of Charleston! (Small Group Ghost Tour),377,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,Charleston
New York Helicopter Tour: Manhattan Highlights,1230,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,New York
Steamboat Natchez Sunday Jazz Brunch Cruise in New Orleans,828,4.1,usa,viator,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,New Orleans
The 'OG' Manatee Snorkel Tour with In-Water Guide/Photographer,2167,4.9,usa,viator,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
New Orleans Hands-On Cooking Class with Meal,1047,4.9,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,New Orleans
Hydrojet Dolphin Cruise in Destin FL,554,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Destin
Eco Shelling Cruise to Keewaydin Island,296,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Southernmost Food & Cultural Walking Tour by Key West Food Tours,1454,4.9,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Key West
Nashville's Goo Goo Chocolate Tasting & Candy Making Class,150,4.9,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Nashville
"Hollywood, Beverly Hills, and Los Angeles Private Tour.",24,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Los Angeles
East Tennessee Off Road ATV Guided Experience,226,4.8,usa,viator,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Dolphin and Manatee Adventure Tour of Fort Myers,1787,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Fort Myers
Shark-Dive Tour on Oahu's North Shore,179,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Honolulu
JFK Assassination and Museum Tour with Lee Harvey Oswald Rooming House,2092,4.9,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Golf Cart Tour in a 6 Passenger Cart in Palm Springs California,62,4.9,usa,viator,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Palm Springs
San Antonio Missions UNESCO World Heritage Sites Tour,878,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,San Antonio
Great Salt Lake Wildlife Experience,329,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Clearwater Beach Private Pontoon Boat Tours,117,5.0,usa,viator,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Clearwater
Mega Bite Dolphin Tour Boat in Clearwater Beach,427,4.7,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Clearwater
Best Of Yellowstone Full Day Nat'l Park Tour From Bozeman,97,4.9,usa,viator,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,Bozeman
Island Adventure Miami Boat Rental to Raccoon Island Miami Tour,98,4.7,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Miami
La Jolla Sea Caves Kayak Tour (Single Kayak),65,4.8,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,La Jolla
Peek-a-boo Slot Canyon Tour and Sandboarding UTV Adventure,145,5.0,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
Parasailing Adventure in South Padre Island,563,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,South Padre Island
Hilton Head Sunset Dinner Cruise,108,4.3,usa,viator,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,
Hawai'i's Volcanoes National Park from Hilo Only,113,4.9,usa,viator,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Hilo
Icy Strait Whale & Wildlife Endeavor,85,5.0,usa,viator,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Miami Beach Jetcars and Free Boat Ride,0,,usa,viator,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Miami
"1.5 Hour Stretch Limo Golf Cart Tour, Ultimate Old Town Exploration",199,4.7,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,
Atlanta's Black History and Civil Rights Tour,1171,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Atlanta
Three-Hour City Tour of New Orleans by Minibus,2309,4.6,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,New Orleans
Boeing Factory Tour with Guided Transport from Seattle,1096,4.4,usa,viator,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Seattle
Grand Canyon Railway Train Tickets,603,4.5,usa,viator,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,
Canyonlands National Park Half-Day Tour from Moab,955,4.9,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Moab
3-Hour UTV and Shooting Combo,77,4.9,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,
"Bagels, Dumplings, Pizza, & Tacos: A New York Food Crawl",31,4.9,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,New York
Guided Tampa Sightseeing Tour in New Street Legal Golf Cart,168,4.9,usa,viator,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Tampa
"Grand Canyon West, Hoover Dam, Complimentary Breakfast at IHOP.",2564,4.8,usa,viator,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,
Shaka Zipline: 5 Line Zipline Tour,56,4.9,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Queenstown
Bamboo Dune Buggy Tour,225,4.5,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Statue of Liberty and Ellis Island Tour,1292,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,New York
Dolphin Watching Nature Cruise and Eco Tour from Hubbard's Marina in John's Pass,315,4.7,usa,viator,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
NASA's Space Center Admission Plus Houston City Tour,686,4.2,usa,viator,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Houston
"Open Group Surfing Lesson in Waikiki, Oahu",503,4.7,usa,viator,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,Honolulu
Skagway City & Summit Tour,70,5.0,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Skagway
Antelope Canyon X Admission Ticket,444,4.5,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,
Summit Experience & Yukon Suspension Bridge Tour,134,4.9,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
Intrepid Museum Admission Ticket,933,4.6,usa,viator,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,
Temecula's Premier Wine Tasting Tour,343,4.7,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,Temecula
Key West Sunset Sail Aboard Legendary Schooner Appledore,107,5.0,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,Key West
Sunset Cruise of St. Augustine,1065,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,St. Augustine
San Andreas Fault Jeep Tour from Palm Desert,683,4.9,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
New Orleans Demonstration Cooking Class with Meal,2742,4.9,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,New Orleans
"Kona Shore Excursion: Sea Turtles, Historic Kona & Coffee",229,4.3,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Kona
Lake Michigan Skyline Cruise in Chicago,762,4.5,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Chicago
Moana’s Waikīkī Grand Guided Turtle Snorkel & Sailing Adventure,893,4.7,usa,viator,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Honolulu
San Francisco Premier Brunch Cruise,306,4.8,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,San Francisco
Rocky Mountain National Park and Estes Park Tour from Denver Winter and Spring,403,4.9,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Denver
Hidden Alleyways and Historic Sites Small-Group Walking Tour,2080,4.9,usa,viator,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,
New Orleans Food and History Walking Tour,1354,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,New Orleans
Best of Death Valley Small Group Day Tour from Las Vegas,517,5.0,usa,viator,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,
"26 Glacier Cruise and Coach from Anchorage, AK",276,4.6,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Anchorage
New York City Freedom Liberty Tour,1320,4.4,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,New York
"Discounted DC Night Tour With Magic LED- Snacks, LED Bracelets",190,4.8,usa,viator,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,DC
Premier Grand Canyon JeepTour,237,4.6,usa,viator,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
