title,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed
Hanmer Springs: 35-Meter Bungy Jump off Waiau Bridge,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Oasis of Hot Springs,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
New Delhi: Private Day Trip with Guide and Driver,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"London: Stonehenge, Windsor, and Bath Day Trip by Bus",True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Islas Marietas: El Morro Dive Expedition,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Hoi An Market & Cooking Class: Hands-On Culinary Experience,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Barcelona: Sagrada Familia Tour with Optional Extras,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Ultimate Day Out in the City,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Wood Carving Art Workshop at Cui Lu Village,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Private Transfer to/from Florence Station to city.,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Murder on Music Row True Crime Tour,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"Prague: Private City Walking Tour, discoverable on ToursByLocals",True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Varanasi: Ganges River Sunrise Boat Ride with Sarnath Tour,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Rimini: Market & Private Cooking Class at a Local's Home,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Miami: Boat Party with Live DJ, Unlimited Drinks, and Food",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Venice: Murano & Burano Guided Tour by Private Boat,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"San Francisco: Private Monterey, Carmel and Big Sur Day Trip, email sfprivatetours@usa.com",True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Best Hiking Trip in Patagonia,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
South Beach Tour des Forks: Eat Like a Local,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Arequipa: Chili River Rafting,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Bologna: Taste Local Specialties on a Guided Walking Tour,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Private day trip: Geneva to Cheese, Chocolate & Wine towns",True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Vico Equense: Aerma Polani's Atelier Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Bangkok: Spa Packages at Makkha Health & Spa BTS Asok,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Cooking Class and Meal at a Local's home,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Half-Day Private Tour: Sofia, Boyana Church & History Museum",True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
"From Costa del Sol: Granada, Alhambra & Generalife Tour",True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Cañon City: Bighorn Rafting FREE Lunch, Wetsuit, Photo",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Berlin: Highlights Guided Bike Tour,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Paris: French Macarons Baking Class with a Parisian Chef,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"3-Day Patagonia: Cerro Castillo Trekking, Climbing, Fishing",True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Sepharad: a trip to Jewish Quarters in Toledo and Segovia, book now at +34 123 456 789",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Seoul: War Memorial of Korea Guided Museum Tour,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Pyramids of Giza,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Bangkok: Chao Phraya Princess Cruise with Buffet,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Bahía de las Aguilas: Beach Day Trip by Boat,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
London: Camden Market Guided Walking Food Tour,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Charleston: Daytime or Sunset Historic Harbor Cruise,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
"Tsaghkadzor/ Kecharis, Lake Sevan, Dilijan/ Haghartsin",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Cat Ba: National Park Trek, Village Visit and Kayak Day Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"From Split: Blue Cave, Hvar and 5 Islands Private Tour",True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Lisbon: Historical Old Town Tour by Tuk Tuk.,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Snorkeling Adventure in the Eco-Park,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Seoul: Samaksan Cable Car & Nami with Alpaca World/Railbike,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Alicante: Estret de les Penyes Ravine Canyoning Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Budapest: Private City Tour with Rooftop Bar Visit,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"From London: Cotswolds, Country Pub Lunch & Lavender Fields",True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Tokyo: Full Day Private Tour by Luxury Vehicle,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
"Ninh Binh: Hoa Lu, Trang An, and Mua Cave Day Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Mazatlán: City Tour & Observatorio 1872 (a historical sense),True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"From Delhi: Private Taj Mahal & Agra Fort Day Trip by AC Car, email delhitours@india.com",True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Hong Kong: Wong Tai Sin Temple and Victoria Harbour Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Half Moon Bay Beach Half-Day Trip by Van,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
DOHA-QATAR: Arabian Horse Riding on the Beautiful Seashore,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Off-Bay Islands, Lagoons and Lakes Hopping Tour",False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Tikal Guatemala,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Bintan Desert and Blue Lake Trip,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Pick-up from Cluj: e-Mountain Bike Tour Lake Dragan,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Phong Nha Town: Paradise Cave & Zipline at Dark Cave,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Sorrento: Pompeii & Herculaneum Day Trip Entry and Lunch,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True
Anna Maria Island: The Island Kayak Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Vigo: Cíes Islands Sailboat Excursion with Skipper,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Innsbruck: Express Walk with a Local in 60 minutes,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Busan Night view tour : Yacht, Hwangnyeongsan mountain",True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Saturday Stand-Up Comedy Night in English,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
From Arequipa Trek : 2-Days of Hiking in the Colca Canyon,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Banff/Canmore: NIGHT ADVENTURE with possible STARGAZING tour,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True
"PhiPhi, Maya Bay & Khai Island Day Tour by Speedboat",True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Skagway: Yukon Suspension Bridge & Summit Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Palenque: Ruins and waterfalls of Misol-ha & Agua Azul,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
